Unit,Time,Setting1,Setting2,Setting3,FanInletTemp,LPCOutletTemp,HPCOutletTemp,LPTOutletTemp,FanInletPres,BypassDuctPres,TotalHPCOutletPres,PhysFanSpeed,PhysCoreSpeed,EnginePresRatio,StaticHPCOutletPres,FuelFlowRatio,CorrFanSpeed,CorrCoreSpeed,BypassRatio,BurnerFuelAirRatio,BleedEnthalpy,DemandFanSpeed,DemandCorrFanSpeed,HPTCoolantBleed,LPTCoolantBleed
24,1,0.0008,-0.0004,100,518.67,642.17,1587.9,1403.12,14.62,21.61,554,2388.07,9066.64,1.3,47.1,522.08,2388,8146.09,8.403,0.03,391,2388,100,39.08,23.3594
24,2,0.0017,0.0001,100,518.67,642,1583.5,1394.49,14.62,21.61,554.09,2387.96,9059.99,1.3,47.17,522.26,2388.03,8144.87,8.4018,0.03,392,2388,100,38.93,23.5059
24,3,0,-0.0002,100,518.67,642.43,1587.55,1399.37,14.62,21.61,554.49,2388.05,9068.46,1.3,47.37,522.32,2388.01,8141.34,8.4485,0.03,390,2388,100,38.82,23.3265
24,4,0.0011,0.0002,100,518.67,642.79,1587.68,1403.17,14.62,21.61,553.99,2388.05,9063.2,1.3,47.26,522.6,2387.97,8146.51,8.4061,0.03,393,2388,100,39,23.4368
24,5,0.0001,0.0003,100,518.67,642.49,1579.15,1398.93,14.62,21.61,553.73,2388.02,9059.16,1.3,47.35,521.71,2387.99,8146.21,8.4659,0.03,393,2388,100,38.82,23.364
24,6,0.0004,0.0002,100,518.67,642.65,1583.39,1403.43,14.62,21.61,554.83,2388.06,9060,1.3,47.15,522.07,2388.05,8138.36,8.3908,0.03,391,2388,100,38.92,23.3192
24,7,-0.0033,0.0001,100,518.67,642.71,1582.08,1401.82,14.62,21.61,553.9,2388.09,9051.18,1.3,47.06,522.48,2388,8144.22,8.4266,0.03,392,2388,100,38.89,23.4144
24,8,0.0023,-0.0004,100,518.67,642.37,1591.51,1403.71,14.62,21.61,553.78,2387.97,9070.06,1.3,47.25,521.91,2387.99,8143.16,8.4075,0.03,391,2388,100,38.95,23.3935
24,9,-0.0042,0.0002,100,518.67,642.05,1584.67,1400.66,14.62,21.61,554.07,2388.04,9062.91,1.3,47.32,522.16,2388.02,8140.55,8.4071,0.03,392,2388,100,38.94,23.5244
24,10,0.0023,-0.0004,100,518.67,642.36,1593.63,1404.16,14.62,21.6,553.85,2388.04,9068.35,1.3,47.47,521.96,2388.03,8146.51,8.41,0.03,392,2388,100,38.99,23.2652
24,11,-0.0029,-0.0003,100,518.67,642.58,1586.85,1398.8,14.62,21.61,554.66,2388.03,9064.46,1.3,47.33,522.34,2388.05,8142.67,8.3771,0.03,392,2388,100,38.98,23.3489
24,12,-0.0035,-0.0003,100,518.67,642.61,1589.01,1395.95,14.62,21.61,554.08,2388.04,9070.02,1.3,47.23,522.46,2388.01,8148.23,8.4139,0.03,392,2388,100,38.85,23.4507
24,13,0.003,-0.0001,100,518.67,642.54,1583.57,1406.37,14.62,21.61,554.01,2387.99,9060.8,1.3,47.27,521.95,2388.04,8142.55,8.4126,0.03,394,2388,100,38.8,23.4197
24,14,0.0007,-0.0004,100,518.67,642.44,1591.83,1396.63,14.62,21.61,554.16,2388.06,9065.31,1.3,47.26,522.18,2388.03,8143.19,8.4313,0.03,391,2388,100,38.98,23.3812
24,15,-0.0002,-0.0004,100,518.67,641.95,1585.53,1400.18,14.62,21.61,553.82,2388.03,9069.69,1.3,47.34,522.35,2388.06,8146.39,8.3905,0.03,392,2388,100,38.85,23.4346
24,16,-0,-0.0005,100,518.67,642.19,1591.68,1400.99,14.62,21.61,554.38,2388.04,9063.71,1.3,47.52,521.62,2388.03,8138.79,8.4051,0.03,391,2388,100,39.01,23.3267
24,17,0.0025,-0.0005,100,518.67,642.07,1588.87,1403.73,14.62,21.61,554.54,2388.02,9071.82,1.3,47.41,521.76,2388.04,8137.4,8.4259,0.03,392,2388,100,38.81,23.3594
24,18,-0,0.0003,100,518.67,642.42,1591.25,1397.63,14.62,21.61,554.09,2388.01,9068.1,1.3,47.19,522.07,2388.01,8144.2,8.4163,0.03,393,2388,100,38.86,23.4568
24,19,0.0007,-0.0003,100,518.67,642.69,1585.85,1395.7,14.62,21.6,554.14,2388.02,9064.97,1.3,47.26,521.89,2388.01,8147.39,8.4354,0.03,392,2388,100,39.09,23.3865
